357485,30.46045559,114.4719749,23.146,0.009,0.015,0.045
357486,30.46045688,114.4719015,23.179,0.009,0.015,0.045
357487,30.4604579,114.4718317,23.193,0.009,0.015,0.045
357488,30.46045963,114.4717646,23.243,0.009,0.015,0.045
357489,30.46046147,114.4716944,23.253,0.01,0.015,0.045
357490,30.4604643,114.4716165,23.276,0.01,0.015,0.045
357491,30.4604683,114.4715317,23.372,0.01,0.012,0.042
357492,30.46047304,114.4714433,23.347,0.01,0.014,0.042
357493,30.46047852,114.4713516,23.414,0.01,0.012,0.042
357494,30.46048351,114.4712591,23.48,0.01,0.012,0.042
357495,30.46048788,114.4711702,23.464,0.01,0.012,0.042
357496,30.46049188,114.4710842,23.474,0.009,0.014,0.04
357497,30.46049523,114.4710013,23.569,0.01,0.014,0.042
357498,30.46049817,114.4709217,23.602,0.01,0.014,0.042
357499,30.46050095,114.4708432,23.579,0.01,0.012,0.042
357500,30.46050382,114.4707613,23.626,0.008,0.011,0.04
357501,30.46050662,114.4706761,23.647,0.008,0.011,0.04
357502,30.46050992,114.4705874,23.658,0.008,0.011,0.04
357503,30.46051333,114.4704965,23.689,0.01,0.012,0.042
357504,30.46051673,114.4704027,23.732,0.01,0.012,0.042
357505,30.46052009,114.4703056,23.795,0.01,0.012,0.042
357506,30.46052265,114.4702058,23.865,0.009,0.014,0.04
357507,30.4605241,114.4701082,23.805,0.009,0.014,0.04
357508,30.46052542,114.4700137,23.843,0.009,0.012,0.04
357509,30.4605265,114.4699197,23.87,0.01,0.014,0.042
357510,30.46052728,114.4698245,23.901,0.01,0.014,0.042
357511,30.46052817,114.4697281,23.96,0.009,0.012,0.04
357512,30.46052916,114.4696307,24.018,0.01,0.014,0.042
357513,30.46052979,114.4695322,24.033,0.009,0.014,0.04
357514,30.46053044,114.4694321,24.086,0.009,0.014,0.04
357515,30.46053074,114.4693304,24.115,0.009,0.012,0.04
357516,30.46053049,114.4692269,24.125,0.012,0.012,0.047
357517,30.46053001,114.4691236,24.183,0.012,0.012,0.047
357518,30.46052913,114.4690237,24.228,0.009,0.014,0.041
357519,30.46052781,114.4689277,24.25,0.009,0.014,0.04
357520,30.46052628,114.4688354,24.24,0.011,0.014,0.042
357521,30.4605246,114.4687428,24.29,0.011,0.014,0.042
357522,30.46052331,114.4686506,24.289,0.011,0.014,0.042
357523,30.46052252,114.4685612,24.308,0.01,0.014,0.042
357524,30.46052181,114.4684748,24.327,0.009,0.012,0.04
357525,30.4605207,114.4683916,24.335,0.009,0.012,0.04
357526,30.46052025,114.4683113,24.404,0.009,0.012,0.04
357527,30.46052157,114.4682339,24.371,0.009,0.012,0.04
357528,30.46052934,114.46816,24.388,0.009,0.012,0.039
357529,30.46054524,114.4680908,24.456,0.008,0.011,0.037
357530,30.46057045,114.4680262,24.379,0.009,0.012,0.04
357531,30.46060708,114.4679657,24.378,0.008,0.011,0.037
357532,30.46065397,114.4679128,24.35,0.009,0.012,0.039
357533,30.46070705,114.467873,24.374,0.009,0.012,0.039
357534,30.46076395,114.4678452,24.435,0.009,0.012,0.039
357535,30.46082644,114.4678289,24.459,0.009,0.012,0.039
357536,30.46089412,114.4678197,24.505,0.009,0.012,0.039
357537,30.46096743,114.4678134,24.571,0.009,0.012,0.039
357538,30.461048,114.4678075,24.456,0.009,0.012,0.039
357539,30.46113497,114.4678006,24.43,0.008,0.011,0.037
357540,30.46122261,114.467793,24.414,0.008,0.011,0.037
357541,30.46131188,114.4677846,24.371,0.008,0.011,0.037
357542,30.46140283,114.4677767,24.413,0.008,0.011,0.037
357543,30.46149511,114.4677719,24.473,0.008,0.011,0.036
357544,30.4615889,114.4677701,24.583,0.008,0.013,0.037
357545,30.4616837,114.4677693,24.629,0.009,0.013,0.037
357546,30.46177633,114.4677692,24.673,0.009,0.013,0.037
357547,30.46186658,114.4677703,24.782,0.009,0.013,0.037
357548,30.46195508,114.4677759,24.837,0.009,0.013,0.037
357549,30.46204351,114.467785,24.878,0.01,0.016,0.042
357550,30.46213359,114.4677937,24.954,0.008,0.012,0.039
357551,30.46222551,114.4678007,25.008,0.008,0.012,0.039
357552,30.4623192,114.467805,25.092,0.008,0.012,0.039
357553,30.46241536,114.4678071,25.165,0.008,0.012,0.039
357554,30.46251473,114.4678071,25.255,0.008,0.012,0.039
357555,30.46261674,114.4678059,25.302,0.008,0.011,0.039
357556,30.4627211,114.4678043,25.383,0.008,0.011,0.039
357660,30.46279137,114.4719877,22.8,0.009,0.012,0.036
357661,30.46272146,114.4719878,22.801,0.009,0.011,0.035
